trial,amplitude,chi2
409,0.6537357650388905,49.51374228311123
410,1.565465994518788,39.95104278348971
411,1.4533557857159605,43.25091801190047
412,1.656788000868012,37.64819131364976
413,1.8615324971503835,44.93598083933131
414,1.8571958862543456,30.5760680008849
415,1.6042022810111076,23.966339522007797
416,1.5080865192683954,44.55075626526113
417,1.6277083347418433,37.948036289376304
418,1.5341028751793848,45.49739265175654
419,1.49566557799715,31.273419436299047
420,1.6504843821128947,39.126388074132024
421,1.5982009551028766,35.75833032454956
422,1.5770671899861055,38.21490125869495
423,1.4421542409014703,44.06257567392804
424,1.5836913256586724,41.48772987792391
425,1.5726685432627168,32.950358043706814
426,1.8494539291492336,48.982621751184936
427,1.6263890752070485,39.7343685241922
428,1.6522360657498405,41.66110407568099
429,1.6206682190751251,46.34212715179545
430,1.8742760029105214,42.6839007117356
431,1.9158832841545435,39.25291914467539
432,1.6350758435148434,42.24238720224521
433,1.8429464885876414,38.71994267940063
434,1.9581103586455724,45.44906577631225
435,1.7796392276274298,32.50741145733987
436,1.8095301893164932,41.81398373805402
437,1.7781776859854355,30.843382298743432
438,1.3771624675882572,40.29740730768003
439,1.8021535206259272,28.7904748710843
440,1.64558313607695,45.79034354027749
441,1.5923487727762462,43.48228239604998
442,1.652732284093978,54.68942869639687
443,1.793179694503812,51.07692836603856
444,1.5932503544567123,29.70592942071636
445,1.7438553406616393,32.13105154872546
446,1.659244366570699,34.25690395239767
447,1.3956177377386394,42.81073105791023
448,1.7969590423214925,31.263189721888384
449,1.4648238241222171,40.73898186712489
450,1.530660031949549,23.938358805372253
451,1.7927536997680096,38.2935034862042
452,1.6335327260388026,43.994120137363026
453,1.6984060340939315,38.14256942989549
454,1.7527248442217944,30.691813048103008
455,1.7195188074803955,31.550109193166755
456,1.198580473220978,37.85754708817373
457,1.7018231869150524,31.781431262372777
458,1.4235886834947125,32.974499893877734
459,1.422461117614687,37.28288105463345
460,1.466442422419736,57.06009558768035
461,1.7927536997680096,38.2935034862042
462,1.6462828860311185,48.97947390985041
463,1.6997292958773464,40.73620691908989
464,1.4261397695299083,42.63941995189161
465,1.4893050499389318,45.11967074565699
466,1.570298564604692,40.564495812970506
467,1.6380376124805835,47.77789406767651
468,1.5298322563393216,39.83274117826721
469,1.4403937403984415,34.62610883972705
470,1.4874106885195295,32.51451318343463
471,1.4317506426756708,37.12735612677464
472,1.5651636999389407,35.79798425953707
473,1.5687783695158644,36.41174453318659
474,1.1685900105420315,28.50517027567286
475,1.578525002787012,48.97009165830207
476,1.7537456783463923,27.12112241928567
477,1.4856667444181568,38.78213267691365
478,1.3596219623791446,37.91538091312404
479,1.3957410089577227,39.705299482140404
480,1.5583218928472293,41.87741457919902
481,1.7050970380270944,33.14794817165075
482,1.5970437278057568,41.3372150287373
483,1.8411585848598762,24.003877148690222
484,1.3881363509399742,47.11108971029144
485,1.9819750830553937,35.14245975644707
486,1.5793819167051395,33.874795855232016
487,1.5049307359406003,28.097646621045808
488,1.4118972881864802,58.70191151654355
489,1.5795441718481247,49.887480290673054
490,1.574337603754264,41.401355790850246
491,1.5654588047370357,37.68316570479334
492,1.7076385783288655,36.096745154941004
493,1.7822907768871294,42.08122867535452
494,1.7650893297479786,29.716916034246708
495,1.6128911556982322,40.79874747309886
496,1.2367561005757404,54.469500828351485
497,1.6975872482830425,43.04310860507471
498,1.646521584529169,35.389429867978954
499,1.5773821583272492,23.640989872630094
