,n_bootstrap,amplitude_mean,amplitude_median,amplitude_std,amplitude_q05,amplitude_q95,fraction_negative
Bs2phi-LHCb-2015,500,6.712139307747269,5.486188941823119,3.2703497606021488,5.204566767425734,16.148943579508096,0.0
